Subject,ChannelIndex,ROI,ClassLabel,FixationAccuracy,EncodingAccuracy,Delay1Accuracy,Delay2Accuracy,Fix_null_mean,Fix_null_std,Enc_null_mean,Enc_null_std,D1_null_mean,D1_null_std,D2_null_mean,D2_null_std,Fix_p_perm,Enc_p_perm,D1_p_perm,D2_p_perm,D1_vsFix_p,D2_vsFix_p,Fix_p_binom,Enc_p_binom,D1_p_binom,D2_p_binom,Fix_signif_binom,Enc_signif_binom,D1_signif_binom,D2_signif_binom,D1_signif_vsFix,D2_signif_vsFix
k12wm010,125,L Superior Temporal Gyrus,1,0.463,0.463,0.463,0.463,0.502,0.068,0.496,0.098,0.501,0.065,0.5,0.071,0.8416,0.802,0.8515,0.8416,0.6139,0.6139,0.848,0.848,0.848,0.848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm010,126,L Superior Temporal Gyrus,1,0.55,0.5,0.625,0.525,0.494,0.068,0.494,0.073,0.495,0.071,0.493,0.064,0.2079,0.4158,0.0693,0.3465,0.0198,0.8713,0.1178,0.5315,0.001,0.2901,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm010,128,L Superior Temporal Gyrus,2,0.425,0.487,0.55,0.525,0.499,0.068,0.492,0.072,0.493,0.075,0.495,0.086,0.802,0.505,0.3267,0.4257,0.0198,0.0693,0.9761,0.6536,0.1178,0.2901,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm010,139,R Middle Temporal Gyrus,2,0.7,0.619,0.769,0.656,0.508,0.068,0.501,0.067,0.505,0.065,0.498,0.062,0.0297,0.0495,0.0099,0.0297,0.0396,0.8317,0,0.0017,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm011,8,L Middle Temporal Gyrus,3,0.531,0.519,0.569,0.487,0.492,0.068,0.498,0.083,0.497,0.063,0.496,0.074,0.3366,0.4752,0.1683,0.5743,0.2574,0.8515,0.2384,0.3464,0.0483,0.6536,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm011,77,L SupraMarginal Gyrus,2,0.525,0.506,0.613,0.6,0.508,0.068,0.496,0.077,0.501,0.067,0.506,0.069,0.4158,0.4455,0.0891,0.1287,0.0099,0.0594,0.2901,0.4685,0.0027,0.007,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm011,145,L Superior Temporal Gyrus,4,0.463,0.519,0.588,0.525,0.507,0.068,0.501,0.076,0.502,0.072,0.5,0.081,0.7525,0.495,0.1584,0.4059,0.0099,0.099,0.848,0.3464,0.0162,0.2901,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm013,89,R Superior Temporal Gyrus,2,0.455,0.273,0.788,0.606,0.495,0.068,0.49,0.15,0.504,0.1,0.502,0.089,0.8416,0.9406,0.0198,0.1683,0.0099,0.1089,0.7566,0.9977,0.0007,0.1481,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,32,L Postcentral Gyrus,1,0.45,0.494,0.619,0.525,0.504,0.069,0.496,0.057,0.5,0.042,0.503,0.037,0.7723,0.495,0.0099,0.3564,0.0099,0.0495,0.9106,0.5937,0.0017,0.2901,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
k12wm002,37,L IFG (p Opercularis),1,0.694,0.6,0.669,0.662,0.5,0.069,0.505,0.081,0.502,0.064,0.507,0.083,0.0099,0.1386,0.0099,0.0396,0.7327,0.5842,0,0.007,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm002,77,R Inferior Temporal Gyrus,2,0.506,0.481,0.556,0.5,0.501,0.069,0.5,0.069,0.501,0.06,0.505,0.062,0.4851,0.6337,0.2079,0.5248,0.0594,0.6436,0.4685,0.7099,0.0894,0.5315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,39,L Rolandic Operculum,2,0.506,0.456,0.556,0.556,0.5,0.069,0.502,0.063,0.506,0.062,0.497,0.075,0.4455,0.7426,0.1881,0.2673,0.1881,0.1584,0.4685,0.8822,0.0894,0.0894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,59,L IFG (p Orbitalis),2,0.594,0.575,0.681,0.556,0.505,0.069,0.505,0.063,0.5,0.068,0.502,0.072,0.1683,0.2178,0.0099,0.3069,0.0198,0.8614,0.0108,0.0343,0,0.0894,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm003,83,Right Cerebral White Matter,1,0.388,0.394,0.406,0.4,0.513,0.069,0.512,0.073,0.515,0.075,0.512,0.071,0.9901,0.9901,0.8713,0.9307,0.2871,0.2772,0.9983,0.9973,0.993,0.9956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm006,5,L Superior Temporal Gyrus,3,0.463,0.481,0.531,0.469,0.492,0.069,0.5,0.065,0.503,0.06,0.502,0.06,0.6733,0.6535,0.3564,0.7228,0.1881,0.5545,0.848,0.7099,0.2384,0.8077,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm006,23,L Middle Temporal Gyrus,2,0.55,0.5,0.656,0.562,0.509,0.069,0.524,0.113,0.504,0.067,0.51,0.065,0.2871,0.5842,0.0099,0.2673,0.0594,0.4653,0.1178,0.5315,0,0.0664,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm006,24,L Middle Temporal Gyrus,3,0.562,0.631,0.713,0.55,0.493,0.069,0.505,0.048,0.502,0.04,0.493,0.057,0.2178,0.0099,0.0099,0.198,0.0495,0.5347,0.0664,0.0006,0,0.1178,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm006,36,L Superior Temporal Gyrus,4,0.537,0.494,0.769,0.5,0.499,0.069,0.498,0.067,0.491,0.075,0.492,0.067,0.3465,0.5248,0.0099,0.5347,0.0099,0.7327,0.1923,0.5937,0,0.5315,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm006,37,L Middle Temporal Gyrus,3,0.463,0.425,0.525,0.481,0.5,0.069,0.505,0.069,0.5,0.076,0.502,0.09,0.6436,0.9406,0.3861,0.5743,0.1683,0.4257,0.848,0.9761,0.2901,0.7099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm007,53,L Precentral Gyrus,1,0.625,0.482,0.482,0.429,0.498,0.069,0.497,0.059,0.505,0.054,0.502,0.055,0.0495,0.6733,0.703,0.9406,0.9901,0.9901,0.0407,0.6556,0.6556,0.8856,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm007,62,L IFG (p Triangularis),1,0.643,0.571,0.911,0.607,0.502,0.069,0.503,0.068,0.499,0.118,0.491,0.085,0.0396,0.1683,0.0099,0.1485,0.0099,0.6238,0.022,0.1748,0,0.0704,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm007,62,L IFG (p Triangularis),3,0.446,0.607,0.75,0.429,0.489,0.069,0.495,0.098,0.495,0.086,0.496,0.071,0.7624,0.1782,0.0099,0.8416,0.0099,0.703,0.8252,0.0704,0.0001,0.8856,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,38,R Superior Temporal Gyrus,2,0.631,0.619,0.731,0.631,0.496,0.069,0.51,0.103,0.496,0.069,0.489,0.077,0.0396,0.2178,0.0099,0.0594,0.0198,0.5347,0.0006,0.0017,0,0.0006,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm008,38,R Superior Temporal Gyrus,4,0.475,0.463,0.775,0.575,0.506,0.069,0.501,0.094,0.508,0.115,0.508,0.081,0.6733,0.6634,0.0099,0.2277,0.0099,0.0792,0.7616,0.848,0,0.0343,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm008,68,R Fusiform Gyrus,3,0.394,0.419,0.731,0.512,0.498,0.069,0.515,0.148,0.505,0.096,0.503,0.09,0.9505,0.7228,0.0099,0.4752,0.0099,0.1287,0.9973,0.9838,0,0.4063,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,73,R Inferior Temporal Gyrus,2,0.456,0.531,0.775,0.55,0.497,0.069,0.505,0.106,0.503,0.076,0.498,0.074,0.7426,0.4455,0.0099,0.2772,0.0099,0.0297,0.8822,0.2384,0,0.1178,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
k12wm008,94,R Insula Lobe,3,0.444,0.375,0.812,0.494,0.502,0.069,0.502,0.083,0.49,0.111,0.498,0.08,0.7624,0.9406,0.0099,0.5644,0.0099,0.1485,0.9336,0.9994,0,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,134,L Middle Temporal Gyrus,4,0.569,0.556,0.725,0.606,0.5,0.069,0.499,0.081,0.498,0.064,0.503,0.065,0.1287,0.297,0.0099,0.099,0.0297,0.2277,0.0483,0.0894,0,0.0044,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm009,37,L Insula Lobe,3,0.5,0.487,0.794,0.444,0.506,0.069,0.497,0.042,0.497,0.036,0.503,0.04,0.5545,0.5941,0.0099,0.9406,0.0099,0.802,0.5315,0.6536,0,0.9336,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm010,44,L Insula Lobe,4,0.469,0.394,0.675,0.494,0.506,0.069,0.495,0.088,0.506,0.072,0.507,0.062,0.703,0.8713,0.0198,0.6436,0.0099,0.3069,0.8077,0.9973,0,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm010,73,L ACC,4,0.487,0.588,0.581,0.506,0.507,0.069,0.504,0.076,0.507,0.07,0.506,0.062,0.6436,0.1782,0.2277,0.5644,0.1188,0.3168,0.6536,0.0162,0.0239,0.4685,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
k12wm010,81,L Insula Lobe,4,0.506,0.512,0.681,0.519,0.497,0.069,0.495,0.069,0.487,0.074,0.49,0.067,0.4851,0.4455,0.0099,0.3762,0.0099,0.2277,0.4685,0.4063,0,0.3464,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm010,83,L IFG (p Opercularis),3,0.463,0.631,0.537,0.575,0.497,0.069,0.493,0.082,0.493,0.064,0.49,0.075,0.6931,0.0594,0.3168,0.198,0.1089,0.0396,0.848,0.0006,0.1923,0.0343,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
k12wm010,134,R Hippocampus,1,0.662,0.7,0.756,0.631,0.5,0.069,0.498,0.072,0.505,0.083,0.493,0.075,0.0099,0.0099,0.0099,0.0297,0.0396,0.7723,0,0,0,0.0006,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm011,13,L Middle Temporal Gyrus,1,0.388,0.481,0.562,0.469,0.498,0.069,0.494,0.097,0.498,0.066,0.501,0.072,0.9703,0.5545,0.1881,0.6436,0.0099,0.0495,0.9983,0.7099,0.0664,0.8077,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
k12wm011,25,L Middle Temporal Gyrus,2,0.412,0.575,0.681,0.569,0.498,0.069,0.508,0.09,0.501,0.104,0.512,0.087,0.8812,0.2673,0.0594,0.2871,0.0099,0.0891,0.9892,0.0343,0,0.0483,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm011,48,L Middle Frontal Gyrus,3,0.519,0.45,0.569,0.525,0.511,0.069,0.512,0.057,0.504,0.054,0.512,0.061,0.5446,0.7624,0.0594,0.4851,0.1485,0.3465,0.3464,0.9106,0.0483,0.2901,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm011,76,L SupraMarginal Gyrus,3,0.5,0.5,0.5,0.5,0.503,0.069,0.499,0.067,0.5,0.067,0.499,0.058,0.6931,0.703,0.7327,0.7327,0.6535,0.6238,0.5315,0.5315,0.5315,0.5315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,5,Left Cerebral White Matter,2,0.594,0.631,0.762,0.6,0.509,0.07,0.503,0.07,0.499,0.072,0.501,0.067,0.1485,0.0099,0.0099,0.1287,0.0099,0.4653,0.0108,0.0006,0,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm002,10,L ParaHippocampal Gyrus,3,0.506,0.481,0.525,0.512,0.509,0.07,0.508,0.07,0.509,0.065,0.506,0.065,0.4851,0.6535,0.4257,0.4554,0.2376,0.3267,0.4685,0.7099,0.2901,0.4063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,21,L Hippocampus,2,0.55,0.556,0.556,0.512,0.492,0.07,0.488,0.086,0.487,0.065,0.494,0.069,0.2178,0.2871,0.2277,0.4158,0.4554,0.8218,0.1178,0.0894,0.0894,0.4063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,41,L ACC,2,0.356,0.362,0.369,0.369,0.477,0.07,0.477,0.073,0.486,0.057,0.491,0.062,0.9703,0.9505,0.9802,0.9604,0.4554,0.5248,0.9999,0.9998,0.9997,0.9997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,67,Right Cerebral White Matter,3,0.569,0.575,0.631,0.594,0.521,0.07,0.521,0.067,0.522,0.072,0.522,0.069,0.3366,0.2673,0.0198,0.2079,0.0594,0.2475,0.0483,0.0343,0.0006,0.0108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm002,101,Right Cerebral White Matter,3,0.394,0.431,0.512,0.45,0.496,0.07,0.505,0.08,0.503,0.068,0.507,0.062,0.9406,0.8317,0.4455,0.8614,0.0099,0.2079,0.9973,0.9657,0.4063,0.9106,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm002,104,R Middle Frontal Gyrus,3,0.55,0.581,0.725,0.588,0.497,0.07,0.5,0.081,0.492,0.069,0.49,0.067,0.3069,0.2475,0.0099,0.1584,0.0099,0.1386,0.1178,0.0239,0,0.0162,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm003,38,L Rolandic Operculum,2,0.463,0.481,0.55,0.494,0.496,0.07,0.486,0.074,0.497,0.062,0.493,0.069,0.6535,0.4752,0.1881,0.4851,0.1485,0.3069,0.848,0.7099,0.1178,0.5937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,38,L Rolandic Operculum,4,0.481,0.55,0.625,0.475,0.51,0.07,0.508,0.066,0.505,0.059,0.505,0.072,0.6337,0.2673,0.0297,0.6535,0.0198,0.5347,0.7099,0.1178,0.001,0.7616,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm003,63,L IFG (p Orbitalis),1,0.537,0.463,0.594,0.569,0.5,0.07,0.497,0.068,0.499,0.065,0.499,0.068,0.3861,0.5644,0.0297,0.3168,0.0396,0.0693,0.1923,0.848,0.0108,0.0483,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm007,67,L Superior Orbital Gyrus,1,0.411,0.607,0.625,0.464,0.494,0.07,0.508,0.116,0.502,0.059,0.505,0.075,0.8911,0.297,0.0396,0.7822,0.0099,0.3564,0.9296,0.0704,0.0407,0.7478,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm007,70,L IFG (p Orbitalis),4,0.5,0.464,0.804,0.446,0.505,0.07,0.502,0.088,0.504,0.093,0.51,0.088,0.5446,0.6337,0.0099,0.7822,0.0099,0.7129,0.5531,0.7478,0,0.8252,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm007,72,L IFG (p Orbitalis),4,0.554,0.429,0.732,0.411,0.497,0.07,0.511,0.069,0.504,0.084,0.499,0.068,0.2673,0.901,0.0198,0.9505,0.0495,0.9703,0.2522,0.8856,0.0003,0.9296,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,16,R Inferior Temporal Gyrus,3,0.456,0.419,0.694,0.5,0.49,0.07,0.492,0.077,0.498,0.086,0.494,0.07,0.703,0.8515,0.0099,0.4653,0.0297,0.3069,0.8822,0.9838,0,0.5315,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,18,R Inferior Temporal Gyrus,1,0.406,0.525,0.675,0.469,0.504,0.07,0.507,0.063,0.508,0.053,0.511,0.066,0.9208,0.4851,0.0099,0.7426,0.0099,0.1683,0.993,0.2901,0,0.8077,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,18,R Inferior Temporal Gyrus,3,0.487,0.494,0.6,0.537,0.514,0.07,0.504,0.063,0.506,0.068,0.507,0.06,0.6238,0.5842,0.099,0.2475,0.0396,0.1386,0.6536,0.5937,0.007,0.1923,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,66,R ParaHippocampal Gyrus,3,0.569,0.65,0.656,0.581,0.504,0.07,0.506,0.097,0.503,0.057,0.502,0.081,0.2277,0.1188,0.0099,0.2079,0.0891,0.3762,0.0483,0.0001,0,0.0239,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,67,R ParaHippocampal Gyrus,3,0.438,0.406,0.8,0.594,0.5,0.07,0.499,0.109,0.495,0.09,0.496,0.071,0.8317,0.7525,0.0099,0.1089,0.0099,0.0198,0.9517,0.993,0,0.0108,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
k12wm008,101,R Insula Lobe,3,0.438,0.388,0.7,0.463,0.495,0.07,0.488,0.085,0.494,0.067,0.499,0.061,0.7921,0.8713,0.0099,0.7525,0.0099,0.3465,0.9517,0.9983,0,0.848,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,117,L ParaHippocampal Gyrus,3,0.613,0.625,0.675,0.581,0.484,0.07,0.486,0.073,0.482,0.059,0.487,0.064,0.0594,0.0396,0.0099,0.0891,0.2178,0.6832,0.0027,0.001,0,0.0239,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,131,Left Cerebral White Matter,3,0.456,0.581,0.656,0.613,0.508,0.07,0.501,0.063,0.503,0.062,0.495,0.049,0.7228,0.0891,0.0099,0.0396,0.0198,0.0099,0.8822,0.0239,0,0.0027,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
k12wm009,13,Left Cerebral White Matter,2,0.431,0.537,0.531,0.412,0.493,0.07,0.481,0.087,0.479,0.095,0.49,0.07,0.802,0.2277,0.2574,0.8317,0.0099,0.7822,0.9657,0.1923,0.2384,0.9892,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm009,37,L Insula Lobe,1,0.369,0.487,0.625,0.431,0.509,0.07,0.504,0.069,0.5,0.036,0.501,0.07,0.9901,0.5842,0.0099,0.802,0.0099,0.0792,0.9997,0.6536,0.001,0.9657,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm009,61,L SupraMarginal Gyrus,4,0.475,0.475,0.463,0.45,0.507,0.07,0.504,0.086,0.51,0.063,0.511,0.061,0.6733,0.6139,0.8812,0.9208,0.7624,0.8515,0.7616,0.7616,0.848,0.9106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm010,48,L IFG (p Triangularis),1,0.45,0.463,0.463,0.444,0.499,0.07,0.511,0.089,0.503,0.073,0.503,0.071,0.703,0.6931,0.7129,0.7921,0.3663,0.7129,0.9106,0.848,0.848,0.9336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm010,71,L ACC,3,0.544,0.581,0.688,0.569,0.503,0.07,0.499,0.067,0.503,0.068,0.502,0.068,0.3762,0.1881,0.0099,0.2178,0.0198,0.2277,0.152,0.0239,0,0.0483,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm010,72,L ACC,4,0.45,0.588,0.6,0.5,0.485,0.07,0.498,0.098,0.487,0.078,0.489,0.069,0.6238,0.2178,0.0693,0.4257,0.0198,0.1782,0.9106,0.0162,0.007,0.5315,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm010,101,L Middle Frontal Gyrus,4,0.412,0.362,0.55,0.4,0.498,0.07,0.506,0.079,0.5,0.077,0.501,0.069,0.8218,0.9901,0.3663,0.9802,0.0099,0.7525,0.9892,0.9998,0.1178,0.9956,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm010,103,L Middle Frontal Gyrus,4,0.406,0.425,0.556,0.469,0.499,0.07,0.504,0.079,0.504,0.076,0.499,0.074,0.9109,0.8416,0.3366,0.6535,0.0099,0.1485,0.993,0.9761,0.0894,0.8077,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm010,136,R Fusiform Gyrus,1,0.7,0.681,0.706,0.669,0.493,0.07,0.495,0.061,0.491,0.061,0.496,0.064,0.0099,0.0099,0.0099,0.0099,0.2871,0.9505,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm010,137,Right Cerebral White Matter,1,0.725,0.7,0.8,0.694,0.498,0.07,0.498,0.082,0.501,0.067,0.498,0.069,0.0198,0.0198,0.0099,0.0099,0.0198,0.8713,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm011,76,L SupraMarginal Gyrus,2,0.6,0.575,0.631,0.606,0.496,0.07,0.495,0.07,0.494,0.064,0.495,0.074,0.1089,0.1584,0.0297,0.099,0.1287,0.3069,0.007,0.0343,0.0006,0.0044,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm011,150,L Superior Temporal Gyrus,1,0.431,0.544,0.656,0.575,0.493,0.07,0.491,0.106,0.49,0.096,0.489,0.102,0.802,0.3465,0.0396,0.297,0.0099,0.0198,0.9657,0.152,0,0.0343,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
k12wm011,163,L Medial Temporal Pole,4,0.406,0.544,0.55,0.512,0.501,0.07,0.505,0.075,0.504,0.066,0.502,0.068,0.9109,0.297,0.2376,0.4455,0.0099,0.0495,0.993,0.152,0.1178,0.4063,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
k12wm013,33,L Fusiform Gyrus,2,0.424,0.424,0.545,0.424,0.499,0.07,0.509,0.091,0.496,0.066,0.5,0.063,0.9208,0.8812,0.2871,0.9505,0.0495,0.6634,0.8519,0.8519,0.3642,0.8519,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm002,35,L IFG (p Opercularis),2,0.494,0.463,0.669,0.494,0.514,0.071,0.508,0.083,0.513,0.064,0.51,0.074,0.6337,0.6733,0.0198,0.5446,0.0099,0.505,0.5937,0.848,0,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,93,R Insula Lobe,1,0.494,0.419,0.594,0.494,0.509,0.071,0.503,0.064,0.505,0.062,0.502,0.067,0.6238,0.9406,0.0396,0.5347,0.0297,0.5149,0.5937,0.9838,0.0108,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,103,R Middle Frontal Gyrus,2,0.438,0.438,0.45,0.45,0.49,0.071,0.492,0.069,0.491,0.07,0.492,0.069,0.6634,0.7228,0.6634,0.6535,0.2574,0.297,0.9517,0.9517,0.9106,0.9106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,40,L Rolandic Operculum,2,0.45,0.469,0.656,0.506,0.508,0.071,0.509,0.059,0.509,0.07,0.507,0.043,0.7624,0.7228,0.0099,0.5347,0.0099,0.1485,0.9106,0.8077,0,0.4685,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm003,99,R Medial Temporal Pole,3,0.525,0.6,0.7,0.556,0.512,0.071,0.509,0.064,0.512,0.069,0.509,0.067,0.4554,0.1584,0.0099,0.3267,0.0099,0.2277,0.2901,0.007,0,0.0894,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm006,22,L Middle Temporal Gyrus,4,0.5,0.569,0.631,0.512,0.494,0.071,0.485,0.083,0.493,0.08,0.486,0.078,0.4752,0.198,0.0693,0.3861,0.0198,0.3465,0.5315,0.0483,0.0006,0.4063,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm007,41,L Insula Lobe,2,0.536,0.429,0.786,0.679,0.506,0.071,0.505,0.078,0.508,0.099,0.501,0.104,0.3861,0.8515,0.0099,0.0693,0.0198,0.0891,0.3444,0.8856,0,0.0052,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm008,30,R Middle Temporal Gyrus,4,0.45,0.713,0.588,0.531,0.496,0.071,0.497,0.1,0.492,0.048,0.501,0.054,0.7525,0.0099,0.0693,0.2871,0.0099,0.099,0.9106,0,0.0162,0.2384,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm008,87,R IFG (p Triangularis),2,0.55,0.45,0.625,0.5,0.508,0.071,0.503,0.081,0.51,0.077,0.509,0.072,0.2574,0.7129,0.0891,0.6139,0.1287,0.8911,0.1178,0.9106,0.001,0.5315,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm008,117,L ParaHippocampal Gyrus,2,0.606,0.544,0.7,0.556,0.492,0.071,0.499,0.055,0.502,0.056,0.493,0.05,0.0792,0.2772,0.0099,0.1386,0.099,0.8218,0.0044,0.152,0,0.0894,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm008,128,L Hippocampus,2,0.406,0.344,0.431,0.444,0.495,0.071,0.498,0.1,0.498,0.072,0.496,0.071,0.9307,0.9505,0.7723,0.7228,0.2079,0.1485,0.993,1,0.9657,0.9336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm008,128,L Hippocampus,4,0.569,0.519,0.637,0.531,0.505,0.071,0.501,0.065,0.5,0.063,0.498,0.068,0.1584,0.4653,0.0198,0.396,0.0792,0.802,0.0483,0.3464,0.0003,0.2384,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm008,129,L Hippocampus,3,0.575,0.475,0.738,0.619,0.508,0.071,0.512,0.076,0.505,0.071,0.506,0.081,0.1782,0.6634,0.0099,0.0792,0.0099,0.3366,0.0343,0.7616,0,0.0017,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm008,132,L Middle Temporal Gyrus,3,0.425,0.537,0.656,0.569,0.496,0.071,0.506,0.087,0.506,0.087,0.516,0.066,0.8515,0.4059,0.0198,0.2376,0.0198,0.0693,0.9761,0.1923,0,0.0483,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm009,13,Left Cerebral White Matter,1,0.544,0.569,0.581,0.562,0.496,0.071,0.494,0.068,0.5,0.069,0.496,0.072,0.3267,0.2178,0.2178,0.2871,0.2574,0.2673,0.152,0.0483,0.0239,0.0664,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
k12wm009,68,R Inferior Temporal Gyrus,1,0.475,0.45,0.556,0.438,0.501,0.071,0.5,0.081,0.515,0.095,0.504,0.076,0.6832,0.7624,0.3762,0.8218,0.1089,0.8416,0.7616,0.9106,0.0894,0.9517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm010,30,L Medial Temporal Pole,4,0.35,0.438,0.544,0.444,0.498,0.071,0.509,0.059,0.502,0.076,0.505,0.059,1,0.901,0.3465,0.8416,0.0099,0.0198,1,0.9517,0.152,0.9336,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
k12wm010,60,L IFG (p Opercularis),4,0.637,0.494,0.775,0.6,0.508,0.071,0.515,0.108,0.501,0.071,0.511,0.065,0.0297,0.5644,0.0099,0.0891,0.0099,0.8812,0.0003,0.5937,0,0.007,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm010,125,L Superior Temporal Gyrus,3,0.562,0.637,0.725,0.625,0.507,0.071,0.507,0.077,0.506,0.077,0.507,0.075,0.3663,0.0297,0.0099,0.0297,0.0099,0.0495,0.0664,0.0003,0,0.001,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
k12wm010,129,L Superior Temporal Gyrus,1,0.613,0.656,0.738,0.619,0.502,0.071,0.504,0.076,0.502,0.073,0.502,0.072,0.099,0.0495,0.0099,0.0891,0.0099,0.2871,0.0027,0,0,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
