Subject,ChannelIndex,ROI,ClassLabel,FixationAccuracy,EncodingAccuracy,Delay1Accuracy,Delay2Accuracy,Fix_null_mean,Fix_null_std,Enc_null_mean,Enc_null_std,D1_null_mean,D1_null_std,D2_null_mean,D2_null_std,Fix_p_perm,Enc_p_perm,D1_p_perm,D2_p_perm,D1_vsFix_p,D2_vsFix_p,Fix_p_binom,Enc_p_binom,D1_p_binom,D2_p_binom,Fix_signif_binom,Enc_signif_binom,D1_signif_binom,D2_signif_binom,D1_signif_vsFix,D2_signif_vsFix
k12wm013,81,R Insula Lobe,2,0.636,0.576,0.636,0.424,0.488,0.095,0.495,0.091,0.499,0.084,0.488,0.126,0.0594,0.2574,0.0693,0.6238,0.7723,0.9802,0.0814,0.2434,0.0814,0.8519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm013,93,R Fusiform Gyrus,1,0.455,0.424,0.606,0.424,0.487,0.095,0.497,0.097,0.502,0.086,0.477,0.114,0.5743,0.7822,0.198,0.6634,0.099,0.6931,0.7566,0.8519,0.1481,0.8519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm013,138,R Inferior Temporal Gyrus,3,0.576,0.485,0.758,0.394,0.495,0.095,0.493,0.116,0.488,0.125,0.486,0.104,0.3069,0.5149,0.0297,0.802,0.1386,0.9802,0.2434,0.6358,0.0023,0.9186,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm002,7,L Middle Temporal Gyrus,1,0.487,0.569,0.581,0.537,0.52,0.096,0.515,0.109,0.511,0.1,0.507,0.098,0.6634,0.4356,0.3564,0.4752,0.0099,0.0792,0.6536,0.0483,0.0239,0.1923,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm002,17,L Middle Temporal Gyrus,4,0.694,0.7,0.713,0.7,0.49,0.096,0.497,0.088,0.5,0.094,0.495,0.095,0.0297,0.0198,0.0198,0.0198,0.4257,0.505,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm002,23,Left Cerebral White Matter,1,0.431,0.519,0.525,0.444,0.502,0.096,0.505,0.11,0.505,0.089,0.509,0.095,0.703,0.4455,0.4455,0.7525,0.0297,0.3762,0.9657,0.3464,0.2901,0.9336,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm002,102,Right Cerebral White Matter,3,0.381,0.419,0.469,0.35,0.484,0.096,0.498,0.096,0.501,0.091,0.5,0.094,0.8416,0.7723,0.7129,0.9307,0.1089,0.7327,0.999,0.9838,0.8077,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,60,L IFG (p Orbitalis),1,0.444,0.412,0.588,0.487,0.492,0.096,0.489,0.089,0.494,0.084,0.494,0.081,0.6931,0.7723,0.1485,0.5644,0.0198,0.1683,0.9336,0.9892,0.0162,0.6536,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm003,61,L IFG (p Orbitalis),3,0.575,0.544,0.725,0.581,0.496,0.096,0.5,0.102,0.501,0.098,0.5,0.101,0.2772,0.3762,0.0099,0.2772,0.0198,0.3762,0.0343,0.152,0,0.0239,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm003,73,R Hippocampus,2,0.531,0.531,0.556,0.5,0.508,0.096,0.506,0.093,0.499,0.09,0.494,0.09,0.495,0.4851,0.2871,0.5248,0.2277,0.7228,0.2384,0.2384,0.0894,0.5315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm008,1,R ParaHippocampal Gyrus,2,0.694,0.656,0.713,0.675,0.506,0.096,0.505,0.093,0.503,0.086,0.506,0.075,0.0396,0.0792,0.0198,0.0396,0.3663,0.6337,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,1,R ParaHippocampal Gyrus,4,0.438,0.519,0.619,0.512,0.517,0.096,0.516,0.115,0.511,0.072,0.513,0.084,0.7921,0.5446,0.0693,0.5446,0.0099,0.1089,0.9517,0.3464,0.0017,0.4063,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,20,R Middle Temporal Gyrus,3,0.412,0.525,0.794,0.425,0.491,0.096,0.48,0.115,0.486,0.09,0.488,0.09,0.8218,0.3861,0.0099,0.7723,0.0099,0.3861,0.9892,0.2901,0,0.9761,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,29,R Middle Temporal Gyrus,2,0.606,0.531,0.581,0.575,0.503,0.096,0.496,0.091,0.499,0.055,0.492,0.08,0.2178,0.4455,0.0891,0.1683,0.6535,0.6634,0.0044,0.2384,0.0239,0.0343,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
k12wm008,73,R Inferior Temporal Gyrus,4,0.537,0.637,0.6,0.4,0.514,0.096,0.489,0.113,0.504,0.08,0.513,0.083,0.4059,0.1089,0.1287,0.9208,0.1386,1,0.1923,0.0003,0.007,0.9956,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
k12wm008,121,L Inferior Temporal Gyrus,3,0.506,0.569,0.594,0.512,0.506,0.096,0.515,0.118,0.5,0.093,0.51,0.09,0.5149,0.4059,0.1881,0.495,0.1485,0.5347,0.4685,0.0483,0.0108,0.4063,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
k12wm008,122,L Middle Temporal Gyrus,4,0.338,0.35,0.412,0.331,0.505,0.096,0.502,0.113,0.506,0.099,0.511,0.109,0.9604,0.901,0.8317,0.9505,0.0594,0.5842,1,1,0.9892,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm008,126,L Hippocampus,1,0.438,0.65,0.669,0.487,0.482,0.096,0.5,0.079,0.494,0.077,0.498,0.071,0.6337,0.0693,0.0297,0.5644,0.0099,0.3069,0.9517,0.0001,0,0.6536,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm009,58,L SupraMarginal Gyrus,1,0.412,0.544,0.631,0.381,0.513,0.096,0.515,0.087,0.501,0.09,0.516,0.093,0.7822,0.3861,0.1485,0.8911,0.0198,0.8911,0.9892,0.152,0.0006,0.999,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm010,38,L IFG (p Orbitalis),3,0.338,0.581,0.537,0.45,0.494,0.096,0.501,0.113,0.501,0.102,0.502,0.094,1,0.3267,0.4158,0.703,0.0099,0.0198,1,0.0239,0.1923,0.9106,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
k12wm010,39,L IFG (p Orbitalis),1,0.356,0.463,0.481,0.412,0.486,0.096,0.494,0.096,0.498,0.088,0.49,0.084,0.901,0.604,0.5743,0.8317,0.0693,0.2079,0.9999,0.848,0.7099,0.9892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,76,L SupraMarginal Gyrus,4,0.475,0.475,0.519,0.444,0.511,0.096,0.513,0.091,0.511,0.091,0.51,0.095,0.5941,0.6139,0.5149,0.6634,0.0792,0.9109,0.7616,0.7616,0.3464,0.9336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,105,L Middle Frontal Gyrus,4,0.362,0.35,0.419,0.419,0.515,0.096,0.51,0.093,0.498,0.092,0.499,0.092,0.9406,0.9802,0.802,0.7723,0.1683,0.1584,0.9998,1,0.9838,0.9838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,122,L IFG (p Orbitalis),4,0.438,0.4,0.406,0.419,0.505,0.096,0.499,0.093,0.503,0.081,0.504,0.079,0.7327,0.8614,0.8812,0.8317,0.7624,0.6733,0.9517,0.9956,0.993,0.9838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,155,R Fusiform Gyrus,3,0.469,0.512,0.487,0.531,0.501,0.096,0.501,0.098,0.497,0.089,0.507,0.09,0.6535,0.4752,0.5743,0.4455,0.3168,0.1386,0.8077,0.4063,0.6536,0.2384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm013,79,L Middle Frontal Gyrus,4,0.485,0.515,0.727,0.576,0.495,0.096,0.498,0.097,0.491,0.1,0.489,0.098,0.5545,0.505,0.0099,0.3861,0.0099,0.0495,0.6358,0.5,0.0068,0.2434,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
k12wm013,93,R Fusiform Gyrus,2,0.636,0.424,0.667,0.424,0.512,0.096,0.499,0.115,0.512,0.099,0.502,0.101,0.198,0.7228,0.0396,0.7921,0.3663,1,0.0814,0.8519,0.0401,0.8519,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm002,9,L ParaHippocampal Gyrus,4,0.45,0.537,0.519,0.506,0.498,0.097,0.502,0.097,0.498,0.089,0.5,0.089,0.6832,0.3762,0.4257,0.505,0.0693,0.1881,0.9106,0.1923,0.3464,0.4685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,18,L ParaHippocampal Gyrus,4,0.487,0.5,0.6,0.531,0.498,0.097,0.496,0.088,0.499,0.082,0.492,0.084,0.5446,0.505,0.1683,0.3465,0.0792,0.1485,0.6536,0.5315,0.007,0.2384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm002,30,L Heschls Gyrus,2,0.45,0.525,0.688,0.569,0.519,0.097,0.517,0.103,0.512,0.092,0.518,0.096,0.7327,0.5347,0.0099,0.4554,0.0099,0.0495,0.9106,0.2901,0,0.0483,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
k12wm002,94,R Insula Lobe,1,0.7,0.6,0.637,0.575,0.487,0.097,0.497,0.091,0.49,0.083,0.494,0.083,0.0099,0.2475,0.0099,0.2772,0.9109,1,0,0.007,0.0003,0.0343,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm003,67,L IFG (p Triangularis),3,0.506,0.65,0.688,0.569,0.499,0.097,0.5,0.087,0.487,0.109,0.488,0.098,0.5149,0.0594,0.0396,0.2277,0.0099,0.0693,0.4685,0.0001,0,0.0483,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm003,114,R Insula Lobe,2,0.5,0.487,0.631,0.525,0.502,0.097,0.499,0.095,0.5,0.094,0.493,0.096,0.5347,0.5347,0.1683,0.3861,0.0099,0.1683,0.5315,0.6536,0.0006,0.2901,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm006,1,L Hippocampus,1,0.469,0.512,0.681,0.55,0.493,0.097,0.492,0.089,0.499,0.07,0.5,0.075,0.5446,0.4554,0.0198,0.2772,0.0099,0.1584,0.8077,0.4063,0,0.1178,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm006,8,L Middle Temporal Gyrus,1,0.375,0.425,0.581,0.438,0.496,0.097,0.492,0.072,0.489,0.068,0.485,0.07,0.8713,0.8218,0.1089,0.7525,0.0099,0.2079,0.9994,0.9761,0.0239,0.9517,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm006,22,L Middle Temporal Gyrus,3,0.619,0.719,0.662,0.613,0.489,0.097,0.493,0.112,0.485,0.102,0.489,0.095,0.1089,0.0099,0.0495,0.1287,0.2277,0.6139,0.0017,0,0,0.0027,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm006,60,L Inferior Parietal Lobule,3,0.519,0.55,0.662,0.581,0.486,0.097,0.492,0.107,0.485,0.102,0.489,0.095,0.3564,0.3069,0.0693,0.1881,0.0099,0.1386,0.3464,0.1178,0,0.0239,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm007,26,L Middle Temporal Gyrus,2,0.5,0.482,0.679,0.5,0.512,0.097,0.501,0.084,0.499,0.084,0.502,0.084,0.6238,0.6436,0.0198,0.5446,0.0099,0.505,0.5531,0.6556,0.0052,0.5531,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm007,52,L Precentral Gyrus,2,0.5,0.5,0.857,0.554,0.493,0.097,0.49,0.084,0.49,0.107,0.499,0.075,0.5248,0.5248,0.0099,0.3366,0.0099,0.2079,0.5531,0.5531,0,0.2522,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm007,53,L Precentral Gyrus,4,0.429,0.393,0.786,0.518,0.491,0.097,0.509,0.062,0.489,0.087,0.498,0.052,0.7426,1,0.0099,0.4158,0.0099,0.2178,0.8856,0.9593,0,0.4469,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,14,R ParaHippocampal Gyrus,4,0.631,0.631,0.656,0.662,0.499,0.097,0.504,0.105,0.497,0.047,0.502,0.077,0.1287,0.1188,0.0099,0.0198,0.4158,0.3267,0.0006,0.0006,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,124,L Middle Temporal Gyrus,4,0.475,0.463,0.637,0.519,0.493,0.097,0.52,0.096,0.489,0.061,0.491,0.079,0.5941,0.6931,0.0099,0.4356,0.0297,0.2475,0.7616,0.848,0.0003,0.3464,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm009,67,R Fusiform Gyrus,2,0.425,0.388,0.55,0.537,0.51,0.097,0.509,0.111,0.507,0.101,0.507,0.086,0.802,0.8317,0.3267,0.4158,0.0198,0.0198,0.9761,0.9983,0.1178,0.1923,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
k12wm010,45,L IFG (p Triangularis),3,0.531,0.619,0.669,0.519,0.509,0.097,0.508,0.102,0.512,0.111,0.512,0.103,0.396,0.1287,0.0891,0.4653,0.0198,0.6535,0.2384,0.0017,0,0.3464,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm011,84,L Insula Lobe,3,0.606,0.419,0.694,0.606,0.506,0.097,0.489,0.118,0.506,0.099,0.508,0.093,0.1782,0.6535,0.0693,0.1683,0.0198,0.5149,0.0044,0.9838,0,0.0044,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm013,95,R Medial Temporal Pole,2,0.455,0.303,0.576,0.394,0.495,0.097,0.498,0.122,0.491,0.096,0.5,0.108,0.7327,0.9802,0.2475,0.8416,0.1782,0.7822,0.7566,0.9932,0.2434,0.9186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm013,134,R Fusiform Gyrus,2,0.485,0.333,0.667,0.455,0.497,0.097,0.496,0.131,0.496,0.108,0.489,0.101,0.6238,0.9406,0.0594,0.604,0.1089,0.7624,0.6358,0.9825,0.0401,0.7566,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm002,8,L Middle Temporal Gyrus,1,0.575,0.519,0.625,0.519,0.493,0.098,0.5,0.102,0.489,0.095,0.494,0.096,0.2772,0.4554,0.1485,0.4455,0.0198,0.7921,0.0343,0.3464,0.001,0.3464,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,35,L IFG (p Opercularis),1,0.469,0.512,0.606,0.619,0.502,0.098,0.495,0.096,0.503,0.086,0.514,0.103,0.5941,0.4653,0.1188,0.198,0.0198,0.099,0.8077,0.4063,0.0044,0.0017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm002,60,L Precentral Gyrus,3,0.412,0.55,0.575,0.519,0.483,0.098,0.502,0.094,0.492,0.087,0.495,0.083,0.7624,0.3465,0.198,0.396,0.0099,0.1089,0.9892,0.1178,0.0343,0.3464,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm003,36,L IFG (p Triangularis),4,0.65,0.65,0.65,0.65,0.495,0.098,0.498,0.092,0.496,0.098,0.496,0.099,0.1287,0.1089,0.1485,0.099,0.6238,0.6535,0.0001,0.0001,0.0001,0.0001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm003,73,R Hippocampus,1,0.419,0.369,0.406,0.388,0.495,0.098,0.494,0.09,0.501,0.092,0.494,0.089,0.7525,0.8812,0.8317,0.8515,0.703,0.7723,0.9838,0.9997,0.993,0.9983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,91,R Hippocampus,2,0.362,0.362,0.4,0.388,0.504,0.098,0.505,0.107,0.506,0.088,0.505,0.089,0.9406,0.9208,0.8812,0.9208,0.2277,0.2574,0.9998,0.9998,0.9956,0.9983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm006,21,L Inferior Temporal Gyrus,3,0.444,0.594,0.738,0.425,0.511,0.098,0.509,0.12,0.506,0.112,0.505,0.095,0.7525,0.297,0.0099,0.7921,0.0099,0.6238,0.9336,0.0108,0,0.9761,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm007,25,L Middle Temporal Gyrus,4,0.696,0.679,0.839,0.589,0.51,0.098,0.512,0.113,0.501,0.121,0.5,0.089,0.0297,0.0693,0.0099,0.2772,0.0297,0.8911,0.0023,0.0052,0,0.1144,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm008,0,R ParaHippocampal Gyrus,1,0.438,0.519,0.525,0.475,0.503,0.098,0.497,0.079,0.502,0.071,0.514,0.077,0.7327,0.4455,0.3762,0.6634,0.1188,0.3465,0.9517,0.3464,0.2901,0.7616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm008,10,R Inferior Temporal Gyrus,2,0.456,0.425,0.619,0.544,0.5,0.098,0.503,0.111,0.501,0.059,0.497,0.088,0.6337,0.703,0.0495,0.3366,0.0099,0.1386,0.8822,0.9761,0.0017,0.152,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm008,47,R Medial Temporal Pole,2,0.656,0.575,0.744,0.588,0.505,0.098,0.509,0.069,0.51,0.077,0.506,0.079,0.0792,0.2376,0.0099,0.2079,0.1782,0.8911,0,0.0343,0,0.0162,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,48,R Medial Temporal Pole,1,0.681,0.55,0.681,0.613,0.493,0.098,0.488,0.106,0.495,0.075,0.499,0.061,0.0198,0.2871,0.0099,0.0396,0.5149,0.8614,0,0.1178,0,0.0027,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
k12wm008,73,R Inferior Temporal Gyrus,1,0.575,0.713,0.656,0.637,0.511,0.098,0.502,0.121,0.51,0.089,0.513,0.09,0.2772,0.0099,0.0891,0.0891,0.1287,0.1881,0.0343,0,0,0.0003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,128,L Hippocampus,1,0.531,0.531,0.531,0.531,0.486,0.098,0.496,0.115,0.488,0.107,0.492,0.103,0.4158,0.4653,0.4059,0.4752,0.5743,0.6535,0.2384,0.2384,0.2384,0.2384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm010,37,L Superior Orbital Gyrus,4,0.45,0.5,0.644,0.494,0.49,0.098,0.491,0.089,0.5,0.079,0.494,0.085,0.5644,0.4554,0.0099,0.495,0.0198,0.1782,0.9106,0.5315,0.0002,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm011,107,L Middle Frontal Gyrus,2,0.425,0.381,0.425,0.4,0.502,0.098,0.498,0.097,0.496,0.101,0.498,0.097,0.7426,0.8416,0.703,0.802,0.5347,0.7228,0.9761,0.999,0.9761,0.9956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,145,L Superior Temporal Gyrus,3,0.463,0.537,0.631,0.606,0.52,0.098,0.519,0.099,0.516,0.097,0.512,0.108,0.703,0.4851,0.1584,0.2772,0.0099,0.0396,0.848,0.1923,0.0006,0.0044,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
k12wm002,21,L Hippocampus,3,0.463,0.456,0.669,0.525,0.498,0.099,0.492,0.096,0.498,0.092,0.492,0.089,0.6337,0.7129,0.0297,0.3663,0.0099,0.0891,0.848,0.8822,0,0.2901,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,26,L Middle Temporal Gyrus,3,0.406,0.381,0.438,0.381,0.497,0.099,0.496,0.097,0.494,0.097,0.493,0.1,0.7723,0.8218,0.6832,0.802,0.1881,0.7921,0.993,0.999,0.9517,0.999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,31,L Postcentral Gyrus,2,0.362,0.506,0.662,0.494,0.505,0.099,0.504,0.105,0.51,0.1,0.5,0.096,0.8911,0.5149,0.0297,0.4851,0.0099,0.0198,0.9998,0.4685,0,0.5937,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
k12wm002,37,L IFG (p Opercularis),4,0.45,0.525,0.588,0.469,0.511,0.099,0.506,0.088,0.506,0.085,0.507,0.077,0.7525,0.505,0.1881,0.6832,0.0099,0.4455,0.9106,0.2901,0.0162,0.8077,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm002,39,L ACC,1,0.494,0.394,0.456,0.406,0.491,0.099,0.499,0.098,0.497,0.1,0.498,0.088,0.4752,0.8416,0.6535,0.8416,0.8614,0.9109,0.5937,0.9973,0.8822,0.993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm002,46,L Middle Frontal Gyrus,1,0.613,0.419,0.631,0.519,0.507,0.099,0.518,0.101,0.506,0.081,0.511,0.075,0.198,0.8119,0.0693,0.4653,0.4158,0.9604,0.0027,0.9838,0.0006,0.3464,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm002,99,Right Cerebral White Matter,1,0.606,0.688,0.675,0.637,0.496,0.099,0.499,0.076,0.5,0.068,0.491,0.071,0.1485,0.0198,0.0099,0.0396,0.1683,0.3663,0.0044,0,0,0.0003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm003,62,L IFG (p Orbitalis),4,0.5,0.469,0.562,0.456,0.489,0.099,0.489,0.101,0.49,0.099,0.492,0.105,0.4653,0.5743,0.297,0.5941,0.0594,0.9109,0.5315,0.8077,0.0664,0.8822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm003,63,L IFG (p Orbitalis),4,0.625,0.625,0.625,0.625,0.505,0.099,0.508,0.095,0.507,0.096,0.508,0.097,0.2475,0.2178,0.2178,0.2079,0.6634,0.703,0.001,0.001,0.001,0.001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm006,31,L Rolandic Operculum,2,0.475,0.494,0.688,0.588,0.493,0.099,0.492,0.113,0.481,0.085,0.494,0.075,0.5347,0.495,0.0198,0.1584,0.0198,0.2574,0.7616,0.5937,0,0.0162,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm007,26,L Middle Temporal Gyrus,4,0.375,0.375,0.411,0.411,0.499,0.099,0.513,0.104,0.508,0.096,0.51,0.099,0.9604,0.9901,0.7624,0.7624,0.2871,0.3267,0.978,0.978,0.9296,0.9296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm007,69,L IFG (p Orbitalis),1,0.607,0.679,0.768,0.625,0.495,0.099,0.508,0.092,0.499,0.082,0.514,0.112,0.1881,0.0297,0.0099,0.2178,0.0396,0.5446,0.0704,0.0052,0,0.0407,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm007,89,R Fusiform Gyrus,2,0.571,0.446,0.696,0.589,0.509,0.099,0.481,0.115,0.504,0.061,0.511,0.106,0.3366,0.6139,0.0099,0.2574,0.099,0.3564,0.1748,0.8252,0.0023,0.1144,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm008,16,R Inferior Temporal Gyrus,1,0.631,0.631,0.725,0.556,0.492,0.099,0.501,0.108,0.496,0.106,0.503,0.073,0.1089,0.1287,0.0099,0.2178,0.0891,0.9505,0.0006,0.0006,0,0.0894,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
k12wm008,47,R Medial Temporal Pole,1,0.613,0.581,0.681,0.581,0.496,0.099,0.504,0.05,0.503,0.052,0.498,0.044,0.1485,0.0792,0.0099,0.0693,0.2673,0.6337,0.0027,0.0239,0,0.0239,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,97,R Middle Frontal Gyrus,1,0.662,0.681,0.688,0.656,0.482,0.099,0.489,0.117,0.489,0.1,0.488,0.098,0.0594,0.0693,0.0198,0.0693,0.3366,0.6634,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm008,133,L Middle Temporal Gyrus,1,0.531,0.631,0.681,0.575,0.489,0.099,0.505,0.081,0.491,0.07,0.489,0.077,0.3366,0.0495,0.0099,0.1683,0.0396,0.2673,0.2384,0.0006,0,0.0343,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
k12wm009,57,L Superior Temporal Gyrus,1,0.4,0.25,0.7,0.419,0.506,0.099,0.508,0.135,0.518,0.115,0.51,0.112,0.8515,1,0.0693,0.7822,0.0099,0.4356,0.9956,1,0,0.9838,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm009,58,L SupraMarginal Gyrus,4,0.519,0.487,0.581,0.525,0.502,0.099,0.514,0.093,0.509,0.079,0.505,0.094,0.505,0.5941,0.2475,0.495,0.2277,0.4554,0.3464,0.6536,0.0239,0.2901,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm010,3,L Amygdala,2,0.6,0.588,0.644,0.594,0.505,0.099,0.499,0.096,0.509,0.089,0.501,0.088,0.2673,0.2871,0.0198,0.2178,0.1287,0.604,0.007,0.0162,0.0002,0.0108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
k12wm011,83,L Putamen,4,0.412,0.556,0.531,0.45,0.496,0.099,0.501,0.116,0.492,0.104,0.492,0.096,0.8218,0.3564,0.3465,0.6931,0.0297,0.1386,0.9892,0.0894,0.2384,0.9106,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
k12wm011,106,L Middle Frontal Gyrus,1,0.438,0.45,0.575,0.431,0.497,0.099,0.497,0.097,0.501,0.076,0.498,0.095,0.6634,0.6238,0.2871,0.6832,0.0693,0.5941,0.9517,0.9106,0.0343,0.9657,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
k12wm011,106,L Middle Frontal Gyrus,4,0.406,0.406,0.412,0.406,0.497,0.099,0.503,0.09,0.498,0.072,0.498,0.081,0.8812,0.901,0.8515,0.901,0.4059,0.5842,0.993,0.993,0.9892,0.993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
k12wm011,122,L IFG (p Orbitalis),2,0.644,0.481,0.706,0.569,0.491,0.099,0.506,0.098,0.49,0.09,0.496,0.094,0.0891,0.5842,0.0099,0.2871,0.1584,0.901,0.0002,0.7099,0,0.0483,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
k12wm011,164,L Medial Temporal Pole,2,0.425,0.594,0.675,0.525,0.486,0.099,0.503,0.101,0.507,0.118,0.497,0.092,0.6634,0.1683,0.0792,0.3168,0.0099,0.1188,0.9761,0.0108,0,0.2901,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
k12wm013,90,R Superior Temporal Gyrus,4,0.545,0.576,0.697,0.606,0.494,0.099,0.5,0.122,0.488,0.1,0.501,0.127,0.396,0.3267,0.0396,0.297,0.0297,0.3465,0.3642,0.2434,0.0175,0.1481,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
k12wm013,121,R Superior Temporal Gyrus,4,0.636,0.485,0.818,0.697,0.502,0.099,0.492,0.093,0.488,0.098,0.49,0.094,0.0891,0.6436,0.0099,0.0297,0.0792,0.2079,0.0814,0.6358,0.0002,0.0175,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
k12wm013,124,R Superior Temporal Gyrus,4,0.545,0.606,0.788,0.697,0.491,0.099,0.512,0.174,0.503,0.091,0.512,0.118,0.396,0.4158,0.0099,0.0693,0.0396,0.1782,0.3642,0.1481,0.0007,0.0175,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
k12wm002,44,L Middle Frontal Gyrus,3,0.675,0.706,0.775,0.688,0.494,0.1,0.499,0.105,0.5,0.098,0.495,0.103,0.0495,0.0198,0.0099,0.0297,0.0792,0.4851,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
